,Trained_on,Score,Model_ID,SCRATCH
0,SINGLE_LINE,CER,102,0.3289726019030867
1,SINGLE_LINE,WER,102,0.5578690127077224
2,SINGLE_LINE,CER,174,0.2934760037621997
3,SINGLE_LINE,WER,174,0.5228739002932551
