,Trained_on,Score,Model_ID,CLEAN,MIXED,MIXED_2,MIXED_3,SINGLE_LINE,DOUBLE_LINE,DIAGONAL,CROSS,WAVE,ZIG_ZAG,SCRATCH
0,CLEAN_40,CER,190,0.05319603747541744,0.07718616780876299,0.07989788315194156,0.078053428121221,0.056286415771922754,0.06095252055162642,0.059816531691646205,0.0650689533023074,0.09669341737207911,0.0836478678832741,0.12585046477823789
1,CLEAN_40,WER,190,0.1450635386119257,0.19056695992179862,0.1955522971652004,0.19320625610948192,0.1501466275659824,0.16119257086999023,0.16114369501466275,0.17052785923753666,0.22961876832844574,0.20224828934506353,0.2706744868035191
2,CLEAN_40,CER,191,0.05461296981689814,0.07744268142230691,0.07855424041433057,0.07898176310357043,0.05747126436781609,0.06141668804280113,0.0609647354856047,0.06560641039735181,0.09758510755249368,0.08356236334542612,0.12015830554435854
3,CLEAN_40,WER,191,0.14838709677419354,0.18900293255131964,0.19086021505376344,0.1935483870967742,0.15283479960899315,0.16226783968719452,0.16256109481915934,0.17165200391006843,0.22810361681329422,0.2002932551319648,0.2627565982404692
